-0.158986,0.423977,1
-0.347926,0.47076,1
-0.504608,0.353801,1
-0.596774,0.114035,1
-0.518433,-0.172515,1
-0.292627,-0.207602,1
-0.158986,-0.0438596,1
-0.0576037,0.143275,1
-0.0714286,0.27193,1
-0.297235,0.347953,1
-0.417051,0.201754,1
-0.440092,0.00877193,1
-0.324885,-0.0321637,1
-0.246544,0.0555556,1
-0.218894,0.201754,1
-0.343318,0.160819,1
-0.509217,0.0789474,1
-0.384793,-0.0906433,1
-0.14977,0.125731,1
-0.195853,0.324561,1
-0.0391705,-0.219298,0
-0.108295,-0.30117,0
-0.186636,-0.330409,0
-0.218894,-0.423977,0
-0.0806452,-0.564327,0
0.0668203,-0.517544,0
0.09447,-0.324561,0
0.186636,-0.166667,0
0.062212,-0.0730994,0
0.0207373,-0.195906,0
0.0299539,-0.342105,0
-0.0990783,-0.377193,0
-0.00691244,-0.464912,0
0.131336,-0.429825,0
0.232719,-0.195906,0
0.0852535,-0.0847953,0
-0.131336,-0.236842,1
0.00230415,-0.125731,1
0.12212,-0.00292398,1
-0.347926,-0.312865,0
-0.228111,-0.125731,0
-0.0760369,0.0146199,0
0.0437788,0.0204678,0
0.0115207,0.154971,0
-0.417051,-0.160819,0
-0.315668,-0.318713,0
0.126728,-0.219298,0
0.205069,-0.312865,0
0.218894,-0.459064,0
0.0714286,-0.646199,0
-0.131336,-0.605263,0
-0.209677,-0.581871,0
-0.228111,-0.429825,0
-0.145161,-0.412281,0
-0.0668203,-0.482456,0
0.135945,-0.511696,0
0.269585,-0.406433,0
0.297235,-0.295322,0
0.274194,-0.172515,0
0.25576,-0.0497076,0
0.223502,-0.0497076,0
0.182028,-0.0847953,0
0.158986,-0.154971,0
0.0714286,-0.21345,0
0.016129,-0.266082,0
-0.0253456,-0.383041,0
-0.0115207,-0.482456,0
-0.00230415,-0.505848,0
0.0253456,-0.511696,0
0.0253456,-0.55848,0
0.0115207,-0.657895,0
-0.0483871,-0.646199,0
-0.0852535,-0.552632,0
-0.0990783,-0.5,0
-0.016129,-0.423977,0
0.131336,-0.359649,0
0.223502,-0.371345,0
0.292627,-0.30117,0
0.260369,-0.207602,0
0.200461,-0.225146,0
0.172811,-0.27193,0
-0.131336,0.0906433,1
-0.14977,0.0730994,1
-0.241935,0.0614035,1
-0.301843,0.178363,1
-0.297235,0.195906,1
-0.274194,0.307018,1
-0.324885,0.295322,1
-0.398618,0.266082,1
-0.435484,0.160819,1
-0.47235,0.0789474,1
-0.33871,0.0438596,1
-0.269585,0.0438596,1
-0.25576,0.102339,1
-0.168203,0.266082,1
-0.112903,0.30117,1
-0.0391705,0.347953,1
-0.126728,0.44152,1
-0.232719,0.44152,1
-0.33871,0.418129,1
-0.412442,0.353801,1
-0.509217,0.219298,1
-0.541475,0.0146199,1
-0.504608,-0.125731,1
-0.490783,-0.143275,1
-0.361751,-0.137427,1
-0.269585,-0.0847953,1
-0.223502,-0.0789474,1
-0.186636,-0.0380117,1
-0.154378,-0.00877193,1
-0.112903,0.0555556,1
-0.0852535,0.137427,1
-0.0852535,0.277778,1
-0.168203,0.30117,1
-0.191244,0.195906,1
-0.140553,-0.0497076,1
-0.0299539,0.0672515,1
-0.200461,-0.230994,0
-0.108295,-0.0847953,0
0.0345622,0.0672515,0
0.0806452,0.119883,0
-0.385369,0.0330409,1
-0.381221,0.131287,1
-0.352189,0.258187,1
-0.354263,0.36462,1
-0.414401,-0.0692982,1
-0.499424,-0.0324561,1
-0.298272,-0.0979532,1
-0.316935,-0.183918,1
-0.368779,-0.290351,1
-0.356336,-0.396784,1
-0.271313,0.00438596,1
